screen_name,description,followers_count,statuses_count,created_at,mentions_ibm,blank_bio
sykesdotcom,Helping organisations embrace change & transformation. Husband. Father. Kiwi. Thoughts & Opinions are all mine!,82,333,Tue Jan 06 21:54:59 +0000 2009,0,0
phambily,"We offer a range of services such as BI & Analytics, Statistics & Machine Learning, Market Research, Numeracy Skills development and Tutorial Services.",4,4,Mon Apr 15 08:59:04 +0000 2019,0,0
DongareSachin4,Software Trainee..,9,5,Thu Jun 18 09:19:12 +0000 2015,0,0
tritonmrx,We are a leading #MarketResearch #Company providing you with syndicated #MarketInsights and customized #Research #Reports for constructive decision making.,111,15,Fri May 25 08:59:23 +0000 2018,0,0
sydtsgroup,"Founded almost Fifteen years ago at the crossroads between Technology and Financial Services, YDTS is considered a keen specialist as Recruitment Consultant. 😎",41,218,Thu Jul 30 21:42:32 +0000 2015,0,0
Christo44516743,"Designing a sustainable future with a bottom up approach.  Master Planning for more than a decade, deploying now",35,379,Sun May 05 16:04:46 +0000 2019,0,0
JoyDatt11211352,I am a Full Stack Web Developer,31,3371,Mon Feb 25 07:17:23 +0000 2019,0,0
gau9873353819,,1,1,Mon Sep 02 07:04:15 +0000 2013,0,1
Sagendra3,,1,16,Mon May 06 07:50:55 +0000 2019,0,1
django896,2,2,4,Tue Jan 29 05:53:42 +0000 2013,0,0
Smart_ofcl,,3,4,Sat Apr 28 15:46:11 +0000 2018,0,1
kothari_monika,,0,1,Thu Jun 14 20:43:23 +0000 2012,0,1
JiangFrasier,这个人很勤劳，尽在不言中了,0,25,Thu Apr 25 10:48:08 +0000 2019,0,0
sundeep_arun,"Information Technology Professional, Cricket Player, Close observer of current indian politics, Traveller",9,59,Fri Nov 06 04:08:37 +0000 2015,0,0
MyInfo09392024,character,1,1,Wed May 08 06:00:12 +0000 2019,0,0
aar_shaik,Senior Technology Advisor | Humanitarian,18,1,Sun Aug 22 07:28:24 +0000 2010,0,0
SaneTaurean,,142,378,Mon Jun 15 18:48:23 +0000 2009,0,1
AmChamIsrael,"Mission: to strengthen the United States and Israel's relationship, facilitating and enhancing trade and investment.",14,5,Wed Mar 13 16:13:59 +0000 2019,0,0
Trends_Insights,We at Market Trends Insight aim to bring you the latest of breaking and the most recent news chunks from all over the world.,0,1,Wed May 08 05:46:47 +0000 2019,0,0
s13lqfc8S2aaq89,,0,0,Wed Aug 23 14:44:15 +0000 2017,0,1
l390twitt,,46,339,Thu Mar 04 20:34:40 +0000 2010,0,1
anirudh267,"18.Sourashtra-தமிழன்🏏🏊🏋️🏃 Are my favorite activities,Love photography,movies & music! Moreover Love @twitter for updates. தளபதி விஜய் ரசிகன்❤️MSD-Virat🔥",51,805,Thu Apr 10 06:58:41 +0000 2014,0,0
CreateRCPReview,"Create Australia Refund Consulting Program Reviews (Gordon, NSW) | Your best guide towards finding a good refund consulting business!",83,501,Wed Apr 04 00:58:22 +0000 2018,0,0
AHoskery,Man without thoughts,0,1,Mon Mar 04 16:23:15 +0000 2019,0,0
AlbertJmz1,"Student of software and cybersecurity engineering passion of anime, geek and tech 
I like the music of the metal genre
Student @IBERO_mx & @TECcampusMTY",8,8,Wed Apr 03 19:58:08 +0000 2019,0,0
Le_Duc_Hoan,,19,3,Thu Sep 15 02:01:08 +0000 2011,0,1
aokaybest,"No feeling breeze, only see the leaves sway lightly",2,15,Mon Oct 03 13:10:45 +0000 2016,0,0
spidy70726303,,10,13,Sun Jan 15 03:07:36 +0000 2017,0,1
Bholtz656,Here to make people smile and the world a better place! Currently studying engineering.,212,6784,Tue Apr 02 05:47:01 +0000 2013,0,0
ChefEmBee,शिवज्ञाने जीवसेवा Service to God in Man,165,336,Mon Jul 23 12:25:52 +0000 2012,0,0
seassan,,4,0,Mon May 24 15:31:11 +0000 2010,0,1
alaf7911x_a,Hi,63,696,Sat Oct 14 18:48:14 +0000 2017,0,0
Edu_thomazwoa,"Curitubanense - 18yo
Química 2019 UFPR  &
adorador de números quânticos",6,12,Fri Nov 02 16:17:31 +0000 2018,0,0
loser1022,,0,1,Wed May 08 04:10:45 +0000 2019,0,1
HyperledgerK,Hyperledger is an open source collaborative effort hosted by the Linux Foundation and created to advance cross-industry blockchain technologies.,32,36,Wed May 08 04:16:28 +0000 2019,0,0
Narendr25121962,A vigilant Indian. Views expressed  here are personal. RTs  are not endorsement.,70,1167,Sat Sep 09 09:04:37 +0000 2017,0,0
Raghven27532675,"story writer✍️
music lover🎸
comedian😋
In a relationship*
*Just kidding🤣",4,0,Fri Nov 30 08:48:07 +0000 2018,0,0
imagineer_x,,13,510,Sat Jan 30 11:58:27 +0000 2010,0,1
JasonLangella,"Entrepreneur. Marketing, Advertising, and Printing Industries.",4760,20321,Tue Dec 28 02:14:11 +0000 2010,0,0
balmukundmodi,,1,21,Fri Jul 27 12:12:15 +0000 2012,0,1
CaitoAi,CAITO is a Cognitive AI Platform featuring the enhancement and insights from 'unstructured' data. Get ahead with the advanced features cognitive AI offers.,6,1,Wed May 08 03:37:50 +0000 2019,0,0
c198918122010,,101,80,Fri Oct 23 17:11:46 +0000 2015,0,1
TurabBajeer3,engineering student,1,7,Mon Feb 18 15:00:51 +0000 2019,0,0
EvonneKorytows1,,0,0,Wed May 08 03:28:12 +0000 2019,0,1
SreekrishnanSK,,2,32,Mon Feb 03 15:26:54 +0000 2014,0,1
mcbe,hey chicken you’re all talk,171,327,Wed Nov 19 16:32:03 +0000 2008,0,0
offical_Alspex,"I make games on Roblox, what is  life ;-;",0,22,Mon May 06 03:55:11 +0000 2019,0,0
BAR3lB87OTLaEDe,توكلت على الله نعم المولى ونعم الوكيل 🙏🏼,202,18,Mon Apr 15 14:27:15 +0000 2019,0,0
weera57085410,,53,0,Sat May 04 03:42:20 +0000 2019,0,1
Coolvishnu2612,😎🤓🤪😜😋🤣😁🥰😉Be cool bro,10,10,Fri Jul 20 13:42:07 +0000 2018,0,0
_hanaafawzi_,,309,3315,Thu Oct 25 22:21:30 +0000 2012,0,1
TylerMcconnico,Husband ~ Father ~ Agile Practitioner ~ Facilitator ~ Computer Scientist ~ Wine ~ Cigars ~ 1986 Science Fair 1st Place Winner #Agile #Lean #Kanban #Scrum,7,29,Wed May 08 02:47:52 +0000 2019,0,0
ArunNambiar234,,11,22,Wed Nov 08 02:33:33 +0000 2017,0,1
Hanuman97972649,,1,1,Wed May 08 02:24:43 +0000 2019,0,1
Deepagoel7,My attitude,9,3,Thu Jul 05 11:08:08 +0000 2012,0,0
KeerthanaChand8,,0,0,Mon May 06 04:42:14 +0000 2019,0,1
Yesicagarciada2,Que tus sueños sean mas grandes que tus excusas . engineering student.,21,299,Wed Sep 20 19:08:54 +0000 2017,0,0
Tama65535,Consultant(Strategic Management),2344,66326,Sun Mar 12 21:31:39 +0000 2017,0,0
Holly02680140,不想想太多,0,0,Wed May 08 02:29:33 +0000 2019,0,0
Montae24227925,"Financial speculative analyst📈📉
Retail trader 💱📤📥
self taught economics business👨🏾‍💼 connoisseur 🌐
Student of life always willing to learn 👨🏾‍🎓",2,2,Wed May 08 01:59:55 +0000 2019,0,0
TG_Leo,Estudiante #MDMenUPTC #mathSED  I.Ind.@UniJaveriana /@eSportsColombia @TrueGamer_ @Millos70 @Millos75/ #gamer #EDtech #ECOtech #GAMEdesigner #LeonardNOEuler 🔋📐📝,1109,9478,Sat Jan 02 02:47:11 +0000 2010,0,0
Gargshubham0001,😀,20,31,Tue May 10 14:02:01 +0000 2016,0,0
TheSankesara,Learning...,72,318,Mon Jun 24 11:31:58 +0000 2013,0,0
trishabh1,,26,95,Fri Jun 26 16:42:52 +0000 2015,0,1
V_V_de_VENGANZA,"Enmascarado...Luchador por la Libertad....Vengador....Cazador de Chavistas...y Cazador de Torturadores...Empalador de Ratas.....JUSTICIA, HONOR, Y LIBERTAD...",121,6611,Fri Jul 22 04:00:48 +0000 2011,0,0
shailendra42,IT Engg.,2,0,Tue May 03 06:25:26 +0000 2011,0,0
vincemaduri,Global Business Management Consultant. MBA - Thunderbird School of Global Management. BA - Arizona State University.,334,1735,Mon May 09 00:00:52 +0000 2011,0,0
Gopal10057841,self analyzing person,10,180,Wed Dec 19 15:13:11 +0000 2018,0,0
EliteTexh,"ROBLOX Builder and scripter, photographer and more stuff.",0,8,Tue May 07 23:48:35 +0000 2019,0,0
TerasLinnut,,0,13,Tue May 07 01:33:00 +0000 2019,0,1
datamaddon,"Darria is known in various industries as an Artist, Show Designer and an Art Director who is hands on in all that he contributes to. Together with his interna",827,7757,Mon Mar 07 07:14:14 +0000 2011,0,0
co_spaghetti,"Me: 14
5’6”
Elemental Affiliation: Ice/Acid
Favorite Subject: It’s Science of course! (💥)
Favorite Color: Purple
Fav Roblox Game: RLineage I banned tho...",54,752,Sat Jan 05 22:45:19 +0000 2019,0,0
zlygreed,,4,17,Tue Sep 29 03:06:04 +0000 2015,0,1
AHKrishna1,,1,0,Wed Dec 19 02:23:17 +0000 2018,0,1
BohlanderEli,Science Technology Science News Space News,1,0,Wed May 01 12:18:08 +0000 2019,0,0
Jake10458886,let’s finagle this bagle.          show ip interface brief,9,10,Mon May 06 06:57:45 +0000 2019,0,0
JannaFidgets,♊️♒️♈️ 9w8. XNFP. Huffleclaw. Jesus Follower. ADHD. Fiber Artist @ Petrichor&Lace. Homeschooled. Mystic. Feminist. #faithfullyLGBT She/Her. Opinions my own,460,6672,Thu Jun 05 16:28:02 +0000 2008,0,0
axmath,,366,1375,Sun Nov 08 21:45:27 +0000 2009,0,1
gelaace_,,4,8,Mon Mar 23 01:43:08 +0000 2015,0,1
michelewl65,,6,90,Wed Dec 28 13:57:59 +0000 2011,0,1
ChaitaliSahoo,,0,0,Wed Mar 27 14:43:57 +0000 2019,0,1
ittisaopaulo,,0,1,Wed May 08 01:07:06 +0000 2019,0,1
Elmar95219331,,11,1,Thu Jan 24 00:11:25 +0000 2019,0,1
ashishkr567,,22,12,Sat Sep 20 09:38:10 +0000 2014,0,1
wtr19696,政治，经济，文化，科技，艺术和人文我都关心,369,2294,Tue Mar 26 05:03:13 +0000 2019,0,0
YuanchaoXie,,30,6,Sun Mar 26 02:32:46 +0000 2017,0,1
AngelaM05880440,LeCS.,3,44,Tue May 07 15:21:45 +0000 2019,0,0
ThePhaeKeysSTL,Yogi. Vegan. Family gal.,0,1,Wed May 08 00:17:24 +0000 2019,0,0
Juan_Hilasaca,Estudiante de Ing. de Telecomunicaciones de la UNMSM.,2,2,Sat Sep 02 21:17:15 +0000 2017,0,0
AlHassa71461499,"My name is Hassan I am 14 years old. I Live in Saudi Arabia. If l forget my page, do not forget to follow me. You will not lose anything😘😘",5,8,Wed May 01 09:59:22 +0000 2019,0,0
GiskaSamantha,IBM Business  Transformation Consultant Cyber & Biometrics - Public Sector Graduate of Penn State University,81,4,Wed May 08 00:17:31 +0000 2019,1,0
jean_luch,"Software Engineering, Product Management, UX and Agile",116,332,Mon Oct 07 01:07:38 +0000 2013,0,0
PauloMuller_,,7,6,Tue May 29 19:14:23 +0000 2018,0,1
JMcKinneywx,"Dad, Thinker, Photographer, Digital Communication Specialist @waketechcc. TV 📺 Meteorologist many moons ago.",1649,10180,Sat Dec 06 22:27:30 +0000 2008,0,0
mburesam,,22,0,Sun Mar 15 11:43:27 +0000 2015,0,1
RyanPrograms,Bay Shore ‘20 | Python Programming | Beast Baseball,89,71,Tue Dec 04 23:13:17 +0000 2018,0,0
AlMarTo75,,2,0,Thu Oct 29 17:32:39 +0000 2009,0,1
DaniRizzato,MD (Medicina Interna) & Health Informatics - DDSIS MSAL Nación Argentina #SaludDigitalAR,574,540,Mon Aug 02 00:37:32 +0000 2010,0,0
CorsacTechCorp,"Corsac Technologies provide solutions for data collections and analysis, custom AR/VR applications, speech recognition and video streaming software development.",1,6,Tue Apr 02 04:15:35 +0000 2019,0,0
YashPat95355776,Nothing in possible,2,5,Mon May 06 20:55:48 +0000 2019,0,0
MarkoMKostic,,4,49,Thu Jul 07 06:24:42 +0000 2011,0,1
Abdallahtoba2,"Programming, artificial intelligence, physics",20,6,Mon Jan 25 12:04:32 +0000 2016,0,0
Vinny_Caffaro,,31,44,Tue Apr 01 14:52:28 +0000 2014,0,1
MauricioCB11,,115,1801,Wed Feb 27 17:48:03 +0000 2019,0,1
licortes_redhat,I lead Partner Marketing in Red Hat JBoss. Top 50 marketing leader in social media https://t.co/6KSEiCGhul Entrepreneur & marketer (@licortes) Views are my own,646,1332,Mon Apr 20 14:11:40 +0000 2015,0,0
lokesh_boppana,🙂🙂🙂,5,5,Tue Dec 13 03:19:32 +0000 2016,0,0
pleia2,"Developer Advocate @IBMZ. @Partimus Director. Author of books on Ubuntu & OpenStack. 💕 open source, mainframes, space, beer, trains, animals, Xubuntu. She/her.",4555,35779,Thu May 08 03:50:04 +0000 2008,1,0
realvdedes,Minisink Valley High School ‘16  SUNY New Paltz ‘20  Proud New Yorker 🗽 Proud Greek American 🇺🇸🇬🇷,20,384,Sat Nov 03 02:04:52 +0000 2018,0,0
imtylerbrooks,,115,114,Tue Oct 02 02:14:39 +0000 2012,0,1
TheWhy41469635,Animals and humans,1,16,Tue May 07 21:27:59 +0000 2019,0,0
torosgo,"Cloud Solution Architect at Microsoft. DevOps, System Administration, Software Development, unix/linux. Helping others. My opinions are my own.",238,574,Thu Aug 19 07:56:07 +0000 2010,0,0
dnaleaz,,42,104,Tue Oct 04 09:07:52 +0000 2011,0,1
CMackenzie23,"Senior Social and Content Exec for Agribusiness, Informa 🌟English BA (hons) 📚Reading Hockey club 🏑",195,946,Sat Feb 16 10:01:42 +0000 2013,0,0
PwnieLuver,"I love engineering, robots, computers, technology Ponies, anime, and beer🍻 
Passionate green hat
  #InfoSec  #CyberSecurity #RedTeam  #Hacker #hack  #hacking",671,943,Sat Mar 30 20:42:46 +0000 2019,0,0
lovevibhanshu,MBA student at DeGroote School of Business,91,189,Thu Mar 03 16:35:42 +0000 2011,0,0
theceo1987,"Real Estate 🏡 | Consultant | Sales of Automobile and Spare Part, Import and Exports",431,63,Tue Jun 27 09:09:31 +0000 2017,0,0
MogriNeel,"I am Neel Mogri. I am in 5th grade going into 6th in August. I have a dog named Rey. I love football, basketball, and baseball.",12,144,Mon Apr 22 13:41:29 +0000 2019,0,0
DECO03474363,,3,0,Mon May 06 00:52:05 +0000 2019,0,1
MDAnzar02024077,A friend who understand ur tears is much more valuable than a lot of friends who knw ur smile.,1,7,Sat May 04 21:27:29 +0000 2019,0,0
asasoft,,1,0,Sun Nov 02 12:07:27 +0000 2008,0,1
SystemsNebula,Desarrollo de aplicaciones y soluciones tecnológicas,2,7,Tue May 07 20:58:07 +0000 2019,0,0
AzuriousIT,"Azurious delivers the most comprehensive and successful Subject-Matter-Expertise developed over 20 years, helping SAP's Customer's with all Licensing matters.",9,13,Fri May 15 08:49:24 +0000 2015,0,0
IcloudOffical,Unlocks iCloud,1,2,Sun May 05 15:52:23 +0000 2019,0,0
Adryan88613578,,258,2345,Sun Aug 05 03:07:48 +0000 2018,0,1
gallowglass321,,138,23502,Wed May 27 15:41:10 +0000 2009,0,1
Emina43051614,Bachelor with honors in Philosophy,844,2568,Sun Mar 12 22:00:06 +0000 2017,0,0
dedehourican,Tech and talking,431,1830,Thu Sep 25 21:18:08 +0000 2008,0,0
Dhanush26174379,Information Technology   Enthasiast  | Student  | Web Explorer  | Cloud Computing Enthusiast   | Verto | Lovely Professional University |,19,20,Thu Mar 14 12:42:14 +0000 2019,0,0
hergun1bilgisa1,,5,184,Sat Dec 22 13:37:54 +0000 2018,0,1
DeenGray2,🙏🏾God First ⛪️ Family🛫 Friend’s 🎳 Country Life 🛥 Florida 🌞 6’0 inches,26,2553,Tue May 07 20:05:18 +0000 2019,0,0
Eduardo32233716,,0,0,Mon May 06 21:55:59 +0000 2019,0,1
SShrimpPartner,"We are a group of leading companies who share one mission: to make shrimp aquaculture a clean, stable and succesful practice for the world.",737,407,Sun Mar 04 17:21:52 +0000 2018,0,0
jack_clardy20,,13,0,Thu Dec 03 20:46:40 +0000 2015,0,1
bilalbari,Social Media Coordinator,292,119,Sun Mar 28 16:32:58 +0000 2010,0,0
TigreLoko10,😎👊🏾💪🏾🐯💛💙💛💙,2,13,Thu Dec 13 21:51:32 +0000 2018,0,0
ThomasFZhang,"The F stands for Forest.

Trying my best as the sword guy!",128,1029,Sat Jul 04 01:52:28 +0000 2009,0,0
natomartellini,Software Architect,1,0,Tue May 07 18:08:53 +0000 2019,0,0
MrTomilayo,"Say No Evil
Do No Evil",112,417,Sun Apr 27 15:24:51 +0000 2014,0,0
MichaelJKanaan,Forbes 30 Under 30 / U.S. Air Force Co-chair for Artificial Intelligence / TEDx Speaker / Views are my own. #AI #MachineLearning #EmergingTech,506,550,Tue Nov 28 05:13:55 +0000 2017,0,0
vipinmsvpal,,3,849,Tue Apr 24 13:46:24 +0000 2018,0,1
robertpjackson,,34,472,Sat Nov 01 19:23:35 +0000 2008,0,1
Haddock87,,0,0,Tue Sep 11 15:48:07 +0000 2018,0,1
ngl_lnd,,185,6,Sun Jun 03 17:05:44 +0000 2012,0,1
gabrielBalda,,412,11705,Mon Jun 22 03:54:43 +0000 2009,0,1
danybrum,,6,0,Fri Jun 11 22:07:32 +0000 2010,0,1
natiigarcii,Ingeniera Multimedia 🤗,66,209,Sun Apr 14 09:23:48 +0000 2019,0,0
RadwaEs32831580,,1,0,Fri Mar 29 15:02:06 +0000 2019,0,1
eLabHackerspace,Hackerspace from Faro Portugal | Tech lovers | Makers | 3D Printers,216,82,Fri Mar 20 12:05:04 +0000 2015,0,0
dranikcockroft,"Pediatric, Adolescent & Collegiate Sport Medicine ~ Board Certified Pediatrician ~ Mental Health Counseling Professional ~ Health Is Our Greatest Wealth",35,11,Sun May 05 21:44:55 +0000 2019,0,0
RushirajChitkul,volunteer @TedxPune,16,61,Sun Mar 10 06:15:13 +0000 2019,0,0
SurveRaj,,6,0,Thu Jun 11 18:45:16 +0000 2009,0,1
pcanw,A language is not my first language ha,22,56,Sat Nov 13 17:10:18 +0000 2010,0,0
Pardeepti_,,3,0,Mon Dec 18 14:17:24 +0000 2017,0,1
Will83275404,Avatar (Band) Fan Hot Wheels Collector I Like Turtles,36,67,Tue May 07 01:57:21 +0000 2019,0,0
SpeddyGonzales7,,19,14,Tue May 07 01:02:36 +0000 2019,0,1
maybeVince,,19,35,Wed Jan 07 03:17:44 +0000 2015,0,1
greek_trav,,0,1,Tue May 07 18:34:41 +0000 2019,0,1
snakelondon,"Rocker, Poet, Drunk",20,184,Tue Jul 07 18:58:34 +0000 2015,0,0
AngelaT15674088,,20,58,Thu Apr 25 15:00:09 +0000 2019,0,1
John200120,"Working for @Quiksilver. 
Playing & tuning the piano, playing computer games. (Mainly @Battlefield)",35,7510,Thu May 05 13:50:34 +0000 2016,0,0
ImCusterHD,Coden 📝| Gamen 🎮| Designen 🎨| Social Network 📱| Streammod of Kaddey 🎥| Steam 💨 | Instagram 📷 | Twitter 🦅 |,37,178,Sun Mar 19 11:16:32 +0000 2017,0,0
HeatherADVA,"Partnering with North American Enterprises to provide the equipment and support needed to run resilient, cost effective agile networks. Ask me how!",1,7,Tue May 07 18:40:05 +0000 2019,0,0
PentaluxLLC,Lighting & Controls Distributor,11,11,Tue May 07 18:23:09 +0000 2019,0,0
bedrocker78,,12,200,Sun Jun 20 06:40:36 +0000 2010,0,1
BradRasnake,,305,785,Wed Feb 01 18:42:20 +0000 2012,0,1
jf_Simon12,"Fraîchement pris dans l’engrenage du community management, j’ai pris la décision d’en faire mon métier; j’ai donc fondé Graine de COMMUNITY MANAGER.",4,74,Tue May 07 05:19:50 +0000 2019,0,0
JimJarrell,"Legal Marketing & Business Development Professional. Chief Marketing & Business Development Officer for Norris McLaughlin, P.A.",568,334,Thu Jul 08 16:53:15 +0000 2010,0,0
A_Bone03,"I play games and live in the US. Pretty simple person.

Sponsored by rogue energy
use code Bone",9,7,Mon Jun 25 07:33:01 +0000 2018,0,0
Jeffrical,"A Christian,a humble student Of Jesus Christ...me lov people...yea dats jus me der!",157,950,Thu Mar 14 10:04:01 +0000 2013,0,0
roxiecodone2,,11,292,Tue May 07 02:44:20 +0000 2019,0,1
OpenExpoEurope,"Leading Enterprise IT Open Innovation Summit in Europe #OpenInnovations #OpenSource #FreeSoftware 20/June/2019 Madrid, Spain +3500 Business Visitors #OpenExpo19",4381,10519,Mon Sep 03 12:06:26 +0000 2012,0,0
MRizwan_Asif,,4,15,Sat Sep 24 21:15:36 +0000 2011,0,1
failingfutures,,2,0,Tue May 07 17:07:24 +0000 2019,0,1
amor_hamza,NYC,22,0,Sun Nov 27 00:38:13 +0000 2011,0,0
lambdapiece,"A crypto fan, as well as a XRP enthusiast. λ",45,659,Sat Nov 05 03:57:09 +0000 2016,0,0
Saurabh52522301,,9,11,Sun Apr 14 07:14:07 +0000 2019,0,1
ghszjalje37,,0,110,Tue May 07 16:06:14 +0000 2019,0,1
nonthasart,,102,727,Mon Nov 21 08:32:42 +0000 2016,0,1
SayyedThe,,1,4,Tue May 07 17:07:27 +0000 2019,0,1
SjsProfessor,"Learner, Researcher, Technologist and Educator.

Views are my own.",8,7,Mon Apr 22 12:37:53 +0000 2019,0,0
Zero_lyfe_00,Programmer and Cyber security enthusiast.,15,11,Wed Feb 21 02:41:15 +0000 2018,0,0
ghule_parshuram,,38,917,Sun Oct 21 21:02:23 +0000 2018,0,1
NyeziThulani,"I like touring, culture, socialize with friends or family friends, research for our culture, also like music n movies",1,0,Tue May 07 16:56:49 +0000 2019,0,0
KRajuYadav5,,5,0,Fri Jun 01 10:51:55 +0000 2018,0,1
PublishMe3,"We're an event that focuses on helping teens to have their writing published. Check us out on our instagram or our website, feel free to message us!",0,2,Mon May 06 15:39:37 +0000 2019,0,0
hmero31,Apocalipsis,2,952,Sat Jun 27 04:10:47 +0000 2009,0,0
fedeweinhold87,"https://t.co/MdqJRvwTAY… Tweets in english, español und deutsche Sprache. #Intermodal #Blockchain #logistic",726,6898,Fri Mar 24 01:11:57 +0000 2017,0,0
GeraldRTamayo1,"i forgot i am the voice behind the bands Bread, Nirvana and America's songs; and in many other songs 💕",9,169,Thu Oct 05 11:46:54 +0000 2017,0,0
